train_loss,valid_loss,train_accuracy,valid_accuracy,epoch
1.0021431372070313,1.263402491760254,"tensor(0.5489, device='cuda:0', dtype=torch.float64)",0.5466,260
0.9997829698944092,1.2710083375930785,"tensor(0.5507, device='cuda:0', dtype=torch.float64)",0.5464,261
0.9995400186920166,1.2721121145248413,"tensor(0.5508, device='cuda:0', dtype=torch.float64)",0.547,262
1.0018616914367675,1.2642513298034668,"tensor(0.5520, device='cuda:0', dtype=torch.float64)",0.5479,263
0.9961039300537109,1.2578827491760254,"tensor(0.5537, device='cuda:0', dtype=torch.float64)",0.5498,264
0.9987494815826417,1.2564485998153687,"tensor(0.5503, device='cuda:0', dtype=torch.float64)",0.5492,265
0.9984940294647217,1.26208453207016,"tensor(0.5505, device='cuda:0', dtype=torch.float64)",0.5509,266
0.9932429850769043,1.2521006876945495,"tensor(0.5556, device='cuda:0', dtype=torch.float64)",0.5453,267
0.9949354445648193,1.2521513120651244,"tensor(0.5544, device='cuda:0', dtype=torch.float64)",0.5532,268
0.9910567922973633,1.2566388273239135,"tensor(0.5579, device='cuda:0', dtype=torch.float64)",0.5595,269
0.9912742671966552,1.264406485557556,"tensor(0.5556, device='cuda:0', dtype=torch.float64)",0.5453,270
0.9906257642364502,1.25439843044281,"tensor(0.5573, device='cuda:0', dtype=torch.float64)",0.5561,271
0.9912839005279541,1.2455224431991576,"tensor(0.5562, device='cuda:0', dtype=torch.float64)",0.5522,272
0.9889477114105225,1.2600022943496705,"tensor(0.5565, device='cuda:0', dtype=torch.float64)",0.545,273
0.9870419269561768,1.2470863819122315,"tensor(0.5563, device='cuda:0', dtype=torch.float64)",0.5502,274
0.9828657602691651,1.2597368772506714,"tensor(0.5596, device='cuda:0', dtype=torch.float64)",0.5467,275
0.9841765045166015,1.2543873418807983,"tensor(0.5599, device='cuda:0', dtype=torch.float64)",0.5547,276
0.9815555773925781,1.2534734958648681,"tensor(0.5605, device='cuda:0', dtype=torch.float64)",0.5475,277
0.9815743176269531,1.2420604335784913,"tensor(0.5637, device='cuda:0', dtype=torch.float64)",0.5552,278
0.982890364151001,1.2362226863861083,"tensor(0.5589, device='cuda:0', dtype=torch.float64)",0.5583,279
0.978565611038208,1.2587710680961608,"tensor(0.5634, device='cuda:0', dtype=torch.float64)",0.5565,280
0.9772790812683105,1.2657610134124755,"tensor(0.5635, device='cuda:0', dtype=torch.float64)",0.5454,281
0.9779610778808594,1.2382405396461487,"tensor(0.5613, device='cuda:0', dtype=torch.float64)",0.5557,282
0.9766131395721436,1.243142956829071,"tensor(0.5629, device='cuda:0', dtype=torch.float64)",0.5565,283
0.9805120307922364,1.2525250663757324,"tensor(0.5604, device='cuda:0', dtype=torch.float64)",0.5528,284
0.9742882480621338,1.2374411598205566,"tensor(0.5650, device='cuda:0', dtype=torch.float64)",0.5557,285
0.9744920355987549,1.2502281658172607,"tensor(0.5668, device='cuda:0', dtype=torch.float64)",0.5549,286
0.9756393218231201,1.235021230983734,"tensor(0.5633, device='cuda:0', dtype=torch.float64)",0.5619,287
0.9698886210632324,1.2381897624969482,"tensor(0.5652, device='cuda:0', dtype=torch.float64)",0.56,288
0.9746560070037842,1.2354470165252684,"tensor(0.5643, device='cuda:0', dtype=torch.float64)",0.5578,289
0.9694653395080567,1.2326965587615968,"tensor(0.5660, device='cuda:0', dtype=torch.float64)",0.5601,290
0.9725596518707276,1.2404278909683228,"tensor(0.5656, device='cuda:0', dtype=torch.float64)",0.5556,291
0.9677961529541016,1.2414796813964843,"tensor(0.5675, device='cuda:0', dtype=torch.float64)",0.5572,292
0.9665156880187988,1.2432973459243775,"tensor(0.5695, device='cuda:0', dtype=torch.float64)",0.5579,293
0.9650658444976806,1.2333520559310913,"tensor(0.5680, device='cuda:0', dtype=torch.float64)",0.5576,294
0.9664668621826172,1.2334223260879518,"tensor(0.5669, device='cuda:0', dtype=torch.float64)",0.5619,295
0.9671491933441162,1.2374490921020507,"tensor(0.5679, device='cuda:0', dtype=torch.float64)",0.5567,296
0.9645209272003173,1.2194880212783814,"tensor(0.5675, device='cuda:0', dtype=torch.float64)",0.5661,297
0.9632868190765381,1.2175187225341797,"tensor(0.5714, device='cuda:0', dtype=torch.float64)",0.5611,298
